#,title,abstract,venue,year,doi,authors,relative_citation_index,relevance_score
174,GPU-Parallelized Simulation of Optical Forces on Nanoparticles in a Fluid Medium,"Experimental research in physics can be a costly and time-consuming venture, requiring simulation-based approaches to effectively narrow down the scope of experiments to only the most promising cases. Our multidisciplinary research in this paper demonstrates how the simulation of light-driven nanoparticles can substantially benefit from GPU-based parallelism. We develop a novel ray-tracing strategy and we implement it in C++/CUDA and extend it with a parallel differential equation solver. Our implementation relies on a custom memory layout optimization to tackle the computational challenges in the field and provide accurate solutions in near real time. We evaluate our approach on a variety of popular GPU architectures, including advanced data-center GPUs like the Nvidia V100, as well as consumer-grade hardware like the Nvidia RTX 2080 Ti and Nvidia GTX 1080. Our GPU-based approach achieves a speedup of up to $20\times$ compared to a parallel CPU-based prototype implementation.","IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum",2023,10.1109/IPDPSW59300.2023.00114,"Florian Fey, Alexander Gerwing, S. Gorlatch",0.0,3
176,Power modeling and architectural techniques for energy-efficient GPUs,"Graphics Processing Units (GPUs) have evolved from fixed function graphics processors to programmable general-purpose compute accelerators in a short time. The high theoretical performance and energy efficiency of GPUs compared to CPUs have made them indispensable for mainstream computing. However, their high power consumption and limited energy efficiency under low utilization is a challenge that still needs to be tackled. This thesis investigates bottlenecks that cause low performance and low energy efficiency in GPUs and proposes architectural techniques to address them. To conduct energy efficiency research for GPUs, we first develop a flexible and accurate power simulator called GPUSimPow. We use a hybrid approach for power modeling that improves flexibility and accuracy compared to previous approaches. Our evaluation shows an average relative error of 11.7% and 10.8% between simulated and measured power for the NVIDIA GT240 and GTX580, respectively. We then use GPUSimPow to study the energy efficiency of a wide range of kernels and categorize them into high performance and low performance. We further investigate the bottlenecks of low-performance kernels by analyzing their occupancy. We quantify the gain in performance and energy efficiency when occupancy is increased. For instance, the average increase in instructions per cycle, the average reduction in energy consumption and energy-delay-product is 11%, 9%, and 23%, respectively, when occupancy is increased for a sub-category of low occupancy kernels. The full occupancy kernels have low performance despite having the maximum number of threads. Further investigation shows that several of these kernels are memory-bound and can gain significantly from an increase in memory bandwidth. The traditional ways of increasing memory bandwidth by widening interfaces and increasing frequency have issues such as high power consumption, large form factor, and difficulty in the scaling of pin count. Memory compression is a promising alternative to increase the effective memory bandwidth of GPUs, however, we find that the existing memory compression techniques for GPUs exploit simple patterns for compression and trade low compression ratios for low decompression latency. Based on the evidence that GPUs are less sensitive to latency than CPUs, we propose the more complex Entropy Encoding Based Memory Compression (E2MC) technique for GPUs. On average, E2MC delivers 53% higher compression ratio and 8% higher speedup than the state of the art. E2MC reduces energy consumption and energy-delay-product by 13% and 27%, respectively. While designing E2MC, we observe that lossless memory compression techniques including E2MC often have a low effective compression ratio due to the large memory access granularity (MAG) exhibited by GPUs. Our study of the distribution of compressed blocks reveals that a significant percentage of compressed blocks have only a few",,2019,10.14279/DEPOSITONCE-9156,S. Lal,0.0,3
523,DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames,"We present Decentralized Distributed Proximal Policy Optimization (DD-PPO), a method for distributed reinforcement learning in resource-intensive simulated environments. DD-PPO is distributed (uses multiple machines), decentralized (lacks a centralized server), and synchronous (no computation is ever ""stale""), making it conceptually simple and easy to implement. In our experiments on training virtual robots to navigate in Habitat-Sim, DD-PPO exhibits near-linear scaling -- achieving a speedup of 107x on 128 GPUs over a serial implementation. We leverage this scaling to train an agent for 2.5 Billion steps of experience (the equivalent of 80 years of human experience) -- over 6 months of GPU-time training in under 3 days of wall-clock time with 64 GPUs. \n\nThis massive-scale training not only sets the state of art on Habitat Autonomous Navigation Challenge 2019, but essentially ""solves"" the task -- near-perfect autonomous navigation in an unseen environment without access to a map, directly from an RGB-D camera and a GPS+Compass sensor. Fortuitously, error vs computation exhibits a power-law-like distribution; thus, 90% of peak performance is obtained relatively early (at 100 million steps) and relatively cheaply (under 1 day with 8 GPUs). Finally, we show that the scene understanding and navigation policies learned can be transferred to other navigation tasks -- the analog of ""ImageNet pre-training + task-specific fine-tuning"" for embodied AI. Our model outperforms ImageNet pre-trained CNNs on these transfer tasks and can serve as a universal resource (all models and code are publicly available).",International Conference on Learning Representations,2019,10.1007/s11263-019-01228-7,"Ari S. Morcos, Devi Parikh, Stefan Lee, Erik Wijmans, M. Savva, Irfan Essa, Dhruv Batra, Abhishek Kadian",507.6666670000000,2
566,New ways to boost molecular dynamics simulations,"We describe a set of algorithms that allow to simulate dihydrofolate reductase (DHFR, a common benchmark) with the AMBER all‐atom force field at 160 nanoseconds/day on a single Intel Core i7 5960X CPU (no graphics processing unit (GPU), 23,786 atoms, particle mesh Ewald (PME), 8.0 Å cutoff, correct atom masses, reproducible trajectory, CPU with 3.6 GHz, no turbo boost, 8 AVX registers). The new features include a mixed multiple time‐step algorithm (reaching 5 fs), a tuned version of LINCS to constrain bond angles, the fusion of pair list creation and force calculation, pressure coupling with a “densostat,” and exploitation of new CPU instruction sets like AVX2. The impact of Intel's new transactional memory, atomic instructions, and sloppy pair lists is also analyzed. The algorithms map well to GPUs and can automatically handle most Protein Data Bank (PDB) files including ligands. An implementation is available as part of the YASARA molecular modeling and simulation program from www.YASARA.org. © 2015 The Authors Journal of Computational Chemistry Published by Wiley Periodicals, Inc.",Journal of Computational Chemistry,2015,10.1002/jcc.23899,"E. Krieger, G. Vriend",78.1,2
220,Assessing the Current State of Amber Force Field Modifications for DNA,"The utility of molecular dynamics (MD) simulations to model biomolecular structure, dynamics, and interactions has witnessed enormous advances in recent years due to the availability of optimized MD software and access to significant computational power, including GPU multicore computing engines and other specialized hardware. This has led researchers to routinely extend conformational sampling times to the microsecond level and beyond. The extended sampling time has allowed the community not only to converge conformational ensembles through complete sampling but also to discover deficiencies and overcome problems with the force fields. Accuracy of the force fields is a key component, along with sampling, toward being able to generate accurate and stable structures of biopolymers. The Amber force field for nucleic acids has been used extensively since the 1990s, and multiple artifacts have been discovered, corrected, and reassessed by different research groups. We present a direct comparison of two of the most recent and state-of-the-art Amber force field modifications, bsc1 and OL15, that focus on accurate modeling of double-stranded DNA. After extensive MD simulations with five test cases and two different water models, we conclude that both modifications are a remarkable improvement over the previous bsc0 force field. Both force field modifications show better agreement when compared to experimental structures. To ensure convergence, the Drew–Dickerson dodecamer (DDD) system was simulated using 100 independent MD simulations, each extended to at least 10 μs, and the independent MD simulations were concatenated into a single 1 ms long trajectory for each combination of force field and water model. This is significantly beyond the time scale needed to converge the conformational ensemble of the internal portions of a DNA helix absent internal base pair opening. Considering all of the simulations discussed in the current work, the MD simulations performed to assess and validate the current force fields and water models aggregate over 14 ms of simulation time. The results suggest that both the bsc1 and OL15 force fields render average structures that deviate significantly less than 1 Å from the average experimental structures. This can be compared to similar but less exhaustive simulations with the CHARMM 36 force field that aggregate to the ∼90 μs time scale and also perform well but do not produce structures as close to the DDD NMR average structures (with root-mean-square deviations of 1.3 Å) as the newer Amber force fields. On the basis of these analyses, any future research involving double-stranded DNA simulations using the Amber force fields should employ the bsc1 or OL15 modification.",Journal of Chemical Theory and Computation,2016,10.1021/acs.jctc.6b00186,"P. Jurečka, M. Otyepka, T. Cheatham, J. Šponer, R. Galindo-Murillo, Marie Zgarbová, James C Robertson",45.888888999999999,2
892,GPUMD: A package for constructing accurate machine-learned potentials and performing highly efficient atomistic simulations.,"We present our latest advancements of machine-learned potentials (MLPs) based on the neuroevolution potential (NEP) framework introduced in Fan et al. [Phys. Rev. B 104, 104309 (2021)] and their implementation in the open-source package gpumd. We increase the accuracy of NEP models both by improving the radial functions in the atomic-environment descriptor using a linear combination of Chebyshev basis functions and by extending the angular descriptor with some four-body and five-body contributions as in the atomic cluster expansion approach. We also detail our efficient implementation of the NEP approach in graphics processing units as well as our workflow for the construction of NEP models and demonstrate their application in large-scale atomistic simulations. By comparing to state-of-the-art MLPs, we show that the NEP approach not only achieves above-average accuracy but also is far more computationally efficient. These results demonstrate that the gpumd package is a promising tool for solving challenging problems requiring highly accurate, large-scale atomistic simulations. To enable the construction of MLPs using a minimal training set, we propose an active-learning scheme based on the latent space of a pre-trained NEP model. Finally, we introduce three separate Python packages, viz., gpyumd, calorine, and pynep, that enable the integration of gpumd into Python workflows.",Journal of Chemical Physics,2022,10.1063/5.0106617,"Jianyang Wu, P. Erhart, Z. Fan, Haikuan Dong, Keke Song, E. Lindgren, Ke Xu, Junjie Wang, A. Gabourie, Jiahui Liu, J. Rahm, Zezhu Zeng, Yue Chen, T. Ala‐Nissila, Yanzhou Wang, Yong Wang, Penghua Ying, Y. Su, Zheng Zhong, Jian Sun",41.666666999999997,2
888,ASE,"The incredible feats of athleticism demonstrated by humans are made possible in part by a vast repertoire of general-purpose motor skills, acquired through years of practice and experience. These skills not only enable humans to perform complex tasks, but also provide powerful priors for guiding their behaviors when learning new tasks. This is in stark contrast to what is common practice in physics-based character animation, where control policies are most typically trained from scratch for each task. In this work, we present a large-scale data-driven framework for learning versatile and reusable skill embeddings for physically simulated characters. Our approach combines techniques from adversarial imitation learning and unsupervised reinforcement learning to develop skill embeddings that produce life-like behaviors, while also providing an easy to control representation for use on new downstream tasks. Our models can be trained using large datasets of unstructured motion clips, without requiring any task-specific annotation or segmentation of the motion data. By leveraging a massively parallel GPU-based simulator, we are able to train skill embeddings using over a decade of simulated experiences, enabling our model to learn a rich and versatile repertoire of skills. We show that a single pre-trained model can be effectively applied to perform a diverse set of new tasks. Our system also allows users to specify tasks through simple reward functions, and the skill embedding then enables the character to automatically synthesize complex and naturalistic strategies in order to achieve the task objectives.",ACM Transactions on Graphics,2022,10.1145/3528223.3530110,"Yunrong Guo, S. Fidler, S. Levine, L. Halper, X. B. Peng",31.0,2
446,A practical light transport system model for chemiluminescence distribution reconstruction,"Plenoptic cameras and other integral photography instruments capture richer angular information from a scene than traditional 2D cameras. This extra information is used to estimate depth, perform superresolution or reconstruct 3D information from the scene. Many of these applications involve solving a large-scale numerical optimization problem. Most published approaches model the camera(s) using pre-computed matrices that require large amounts of memory and are not well-suited to modern many-core processors. We propose a flexible camera model based on light transport and use it to model plenoptic and traditional cameras. We implement the proposed model on a GPU and use it to reconstruct simulated and real 3D chemiluminescence distributions (flames) from images taken by traditional and plenoptic cameras.",,2018,10.1080/09542299.2018.1520050,"Madison G. McGaffin, V. Sick, Hao Chen, J. Fessler",23.714286000000001,2
265,GPU-based simulation of cloth wrinkles at submillimeter levels,"In this paper, we study physics-based cloth simulation in a very high resolution setting, presumably at submillimeter levels with millions of vertices, to meet perceptual precision of our human eyes. State-of-the-art simulation techniques, mostly developed for unstructured triangular meshes, can hardly meet this demand due to their large computational costs and memory footprints. We argue that in a very high resolution, it is more plausible to use regular meshes with an underlying grid structure, which can be highly compatible with GPU acceleration like high-resolution images. Based on this idea, we formulate and solve the nonlinear optimization problem for simulating high-resolution wrinkles, by a fast block-based descent method with reduced memory accesses. We also investigate the development of the collision handling component in our system, whose performance benefits greatly from the grid structure. Finally, we explore various issues related to the applications of our system, including initialization for fast convergence and temporal coherence, gathering effects, inflation and stuffing models, and mesh simplification. We can treat our system as a quasistatic wrinkle synthesis tool, run it as a standalone dynamic simulator, or integrate it into a multi-resolution solver as an additional component. The experiment demonstrates the capability, efficiency and flexibility of our system in producing a variety of high-resolution wrinkles effects.",ACM Transactions on Graphics,2021,10.1145/3450626.3459787,Huamin Wang,22.5,2
1078,QoE Fairness Resource Allocation in Digital Twin-Enabled Wireless Virtual Reality Systems,"Wireless virtual reality (VR) is expected to be a technology that revolutionizes human interaction and perceived media, where the quality of experience (QoE) is an important indicator to measure user service perception. However, existing schemes only consider general and time-invariant QoE optimization, which may suffer performance degradation. Moreover, it is also necessary to ensure the fairness of the individual user’s performance in wireless VR. To address these challenges, we employ digital twin technology to investigate a max-min QoE-optimal problem for wireless VR systems in this paper. Specifically, we maximize the QoE of the worst-case head-mounted displays (HDMs) client, where the QoE model is the linear weighting combination of video quality, service delay, and energy efficiency. The formulated optimization problem is characterized by multidimensional control, which jointly optimizes model selection, transmit power, computation time, and GPU-cycle frequency. Due to the mixed combinatorial features of the optimization problem, we give a low-complexity algorithm design by decoupling the optimization variables. Notably, we first obtain the allocation of the transmit power by employing the generalized fractional programming theory and the Lagrangian dual decomposition, followed by attaining the optimal allocation of GPU-cycle frequency in VR mode is derived by the proposed adaptive modified harmony search algorithm, and finally achieve the computation time by the barrier method. Meanwhile, we devise a greedy-style heuristic algorithm for mode selection. In the simulation, three baseline schemes are established as comparisons to assess the effectiveness of the proposed scheme. Meanwhile, the simulation results manifest that the proposed algorithms have good convergence performance and better increase the QoE of the DT-enabled wireless VR system compared to benchmark solutions.",IEEE Journal on Selected Areas in Communications,2023,10.1109/JSAC.2023.3313195,"Celimuge Wu, Xiangwang Hou, Jie Feng, Qingqi Pei, Lei Liu",22.0,2
834,Limitations of Linear Cross-Entropy as a Measure for Quantum Advantage,"Demonstrating quantum advantage requires experimental implementation of a computational task that is hard to achieve using state-of-the-art classical systems. One approach is to perform sampling from a probability distribution associated with a class of highly entangled many-body wavefunctions. It has been suggested that this approach can be certified with the Linear Cross-Entropy Benchmark (XEB). We critically examine this notion. First, in a""benign""setting where an honest implementation of noisy quantum circuits is assumed, we characterize the conditions under which the XEB approximates the fidelity. Second, in an""adversarial""setting where all possible classical algorithms are considered for comparison, we show that achieving relatively high XEB values does not imply faithful simulation of quantum dynamics. We present an efficient classical algorithm that, with 1 GPU within 2s, yields high XEB values, namely 2-12% of those obtained in experiments. By identifying and exploiting several vulnerabilities of the XEB, we achieve high XEB values without full simulation of quantum circuits. Remarkably, our algorithm features better scaling with the system size than noisy quantum devices for commonly studied random circuit ensembles. To quantitatively explain the success of our algorithm and the limitations of the XEB, we use a theoretical framework in which the average XEB and fidelity are mapped to statistical models. We illustrate the relation between the XEB and the fidelity for quantum circuits in various architectures, with different gate choices, and in the presence of noise. Our results show that XEB's utility as a proxy for fidelity hinges on several conditions, which must be checked in the benign setting but cannot be assumed in the adversarial setting. Thus, the XEB alone has limited utility as a benchmark for quantum advantage. We discuss ways to overcome these limitations.",arXiv.org,2021,10.1016/j.aop.2021.168618,"B. Barak, M. Kalinowski, M. Lukin, Xun Gao, Chi-Ning Chou, Soonwon Choi",21.5,2
1491,Accelerated 3D visualization of mock galaxy catalogues for the Dark Energy Survey,"We present a novel implementation of the visualization code Splotch1, exploiting optimized atomic operations of modern GPU hardware found in today's heterogeneous supercomputers, and show its application to the visualization of mock galaxy catalogues for the Dark Energy Survey (DES)2. These mock catalogues are generated by numerical simulation codes producing results which can then be directly compared with observations or validated against other models. As use case we compare a catalogue based on the L-PICOLA3 code with the MICE4 catalogue for DES. We present and discuss the potentiality of our optimized visualization algorithm as a debugging tool for L-PICOLA, in particular focusing on gaining rapidly an insight into potential anomalies on large scales and aiding in planning of appropriate remediation measures.",,2015,10.1093/mnras/stu2693,"M. Krokos, M. Manera, C. Gheller, Timothy Dykes, M. Rivi",20.5,2
871,DUNE Software and High Performance Computing,"DUNE, like other HEP experiments, faces a challenge related to matching execution patterns of our production simulation and data processing software to the limitations imposed by modern high-performance computing facilities. In order to efficiently exploit these new architectures, particularly those with high CPU core counts and GPU accelerators, our existing software execution models require adaptation. In addition, the large size of individual units of raw data from the far detector modules pose an additional challenge somewhat unique to DUNE. Here we describe some of these problems and how we begin to solve them today with existing software frameworks and toolkits. We also describe ways we may leverage these existing software architectures to attack remaining problems going forward. This whitepaper is a contribution to the Computational Frontier of Snowmass21.",,2022,10.1103/physrevresearch.4.013231,"X. Qian, K. Knoepfel, Hanyu Wei, Yihui Ren, B. Viren, Meifeng Lin, Haiwang Yu, B. Fleming, Shinjae Yoo",19.666667000000000,2
733,OxDNA.org: a public webserver for coarse-grained simulations of DNA and RNA nanostructures,"Abstract OxDNA and oxRNA are popular coarse-grained models used by the DNA/RNA nanotechnology community to prototype, analyze and rationalize designed DNA and RNA nanostructures. Here, we present oxDNA.org, a graphical web interface for running, visualizing and analyzing oxDNA and oxRNA molecular dynamics simulations on a GPU-enabled high performance computing server. OxDNA.org automatically generates simulation files, including a multi-step relaxation protocol for structures exported in non-physical states from DNA/RNA design tools. Once the simulation is complete, oxDNA.org provides an interactive visualization and analysis interface using the browser-based visualizer oxView to facilitate the understanding of simulation results for a user’s specific structure. This online tool significantly lowers the entry barrier of integrating simulations in the nanostructure design pipeline for users who are not experts in the technical aspects of molecular simulation. The webserver is freely available at oxdna.org.",Nucleic Acids Res.,2021,10.1093/nar/gkab324,"P. Šulc, Erik Poppleton, R. Romero, Aatmik Mallya, L. Rovigatti",17.75,2
1477,nbody6++gpu: ready for the gravitational million-body problem,"Accurate direct N-body simulations help to obtain detailed information about the dynamical evolution of star clusters. They also enable comparisons with analytical models and Fokker-Planck or Monte-Carlo methods. NBODY6 is a well-known direct N-body code for star clusters, and NBODY6++ is the extended version designed for large particle number simulations by supercomputers. We present NBODY6++GPU, an optimized version of NBODY6++ with hybrid parallelization methods (MPI, GPU, OpenMP, and AVX/SSE) to accelerate large direct N-body simulations, and in particular to solve the million-body problem. We discuss the new features of the NBODY6++GPU code, benchmarks, as well as the first results from a simulation of a realistic",,2015,10.1093/mnras/stv817,"M. Kouwenhoven, S. Aarseth, T. Naab, P. Berczik, Keigo Nitadori, Long Wang, R. Spurzem",16.6,2
1575,Accelerating Peridynamics Program Using GPU with CUDA and OpenACC,"In order to model some materials that may naturally form discontinuities such as cracks as a result of deformation, the peridynamics theory is introduced by Silling (2000). In this theory, the formulation employs integral equations instead of partial differential equations and it is assumed that particles in a continuum body interact with each other at a distance. However, because it is a particle based method, the simulation of 3-D model requires a large number of particles and time steps. This leads to huge runtime requirements. Hence, to find ways to accelerate the peridynamics program becomes important to the research. In this paper, we used two kinds of parallel computing methods to accelerate the peridynamics problems: CUDA (Compute Unified Device Architecture) and OpenACC. CUDA is a parallel language extension and OpenACC is a compiler directive. A bond-based peridynamics model of crack propagation was developed and tested using the two parallel computing methods. The results show that both methods can reach the speedups from 12 to 100 compared to the corresponding sequential implementation of peridynamics code. We also compared the differences between the two methods in speed-up ratio, time-cost of the code modification, multi-platform portability and utilization of GPU. Finally we will provide some suggestions on how to choose these two parallel computing methods.",,2017,10.1016/j.ijheatmasstransfer.2017.02.032,"J. Li, Y. Liu, Fei Xu, J. M. Zhao",15.125,2
702,Tinker-HP: Accelerating Molecular Dynamics Simulations of Large Complex Systems with Advanced Point Dipole Polarizable Force Fields Using GPUs and Multi-GPU Systems,"We present the extension of the Tinker-HP package (Lagardère, Chem. Sci.2018, 9, 956−97229732110) to the use of Graphics Processing Unit (GPU) cards to accelerate molecular dynamics simulations using polarizable many-body force fields. The new high-performance module allows for an efficient use of single- and multiple-GPU architectures ranging from research laboratories to modern supercomputer centers. After detailing an analysis of our general scalable strategy that relies on OpenACC and CUDA, we discuss the various capabilities of the package. Among them, the multiprecision possibilities of the code are discussed. If an efficient double precision implementation is provided to preserve the possibility of fast reference computations, we show that a lower precision arithmetic is preferred providing a similar accuracy for molecular dynamics while exhibiting superior performances. As Tinker-HP is mainly dedicated to accelerate simulations using new generation point dipole polarizable force field, we focus our study on the implementation of the AMOEBA model. Testing various NVIDIA platforms including 2080Ti, 3090, V100, and A100 cards, we provide illustrative benchmarks of the code for single- and multicards simulations on large biosystems encompassing up to millions of atoms. The new code strongly reduces time to solution and offers the best performances to date obtained using the AMOEBA polarizable force field. Perspectives toward the strong-scaling performance of our multinode massive parallelization strategy, unsupervised adaptive sampling and large scale applicability of the Tinker-HP code in biophysics are discussed. The present software has been released in phase advance on GitHub in link with the High Performance Computing community COVID-19 research efforts and is free for Academics (see https://github.com/TinkerTools/tinker-hp).",Journal of Chemical Theory and Computation,2021,10.1021/acs.jctc.0c01164,"I. Dupays, Théo Jaffrelot Inizan, Frédéric Célerse, Luc-Henri Jolly, Louis Lagardère, Zhi Wang, Jean‐Philip Piquemal, J. Ponder, O. Adjoua, A. Durocher, Pengyu Y. Ren, Thibaut Very",14.5,2
603,petar: a high-performance N-body code for modelling massive collisional stellar systems,"The numerical simulations of massive collisional stellar systems, such as globular clusters (GCs), are very time-consuming. Until now, only a few realistic million-body simulations of GCs with a small fraction of binaries (5%) have been performed by using the NBODY6++GPU code. Such models took half a year computational time on a GPU based super-computer. In this work, we develop a new N-body code, PeTar, by combining the methods of Barnes-Hut tree, Hermite integrator and slow-down algorithmic regularization (SDAR). The code can accurately handle an arbitrary fraction of multiple systems (e.g. binaries, triples) while keeping a high performance by using the hybrid parallelization methods with MPI, OpenMP, SIMD instructions and GPU. A few benchmarks indicate that PeTar and NBODY6++GPU have a very good agreement on the long-term evolution of the global structure, binary orbits and escapers. On a highly configured GPU desktop computer, the performance of a million-body simulation with all stars in binaries by using PeTar is 11 times faster than that of NBODY6++GPU. Moreover, on the Cray XC50 supercomputer, PeTar well scales when number of cores increase. The ten million-body problem, which covers the region of ultra compact dwarfs and nuclearstar clusters, becomes possible to be solved.",,2020,10.1093/mnras/staa1915,"Keigo Nitadori, Long Wang, J. Makino, M. Iwasawa",14.4,2
475,Data-driven fluid simulations using regression forests,"Traditional fluid simulations require large computational resources even for an average sized scene with the main bottleneck being a very small time step size, required to guarantee the stability of the solution. Despite a large progress in parallel computing and efficient algorithms for pressure computation in the recent years, realtime fluid simulations have been possible only under very restricted conditions. In this paper we propose a novel machine learning based approach, that formulates physics-based fluid simulation as a regression problem, estimating the acceleration of every particle for each frame. We designed a feature vector, directly modelling individual forces and constraints from the Navier-Stokes equations, giving the method strong generalization properties to reliably predict positions and velocities of particles in a large time step setting on yet unseen test videos. We used a regression forest to approximate the behaviour of particles observed in the large training set of simulations obtained using a traditional solver. Our GPU implementation led to a speed-up of one to three orders of magnitude compared to the state-of-the-art position-based fluid solver and runs in real-time for systems with up to 2 million particles.",ACM Transactions on Graphics,2015,10.1145/2816795.2818129,"Sohyeon Jeong, M. Pollefeys, B. Solenthaler, Lubor Ladicky, M. Gross",14.1,2
1142,"HELIOS-K: AN ULTRAFAST, OPEN-SOURCE OPACITY CALCULATOR FOR RADIATIVE TRANSFER","We present an ultrafast opacity calculator that we name HELIOS-K. It takes a line list as an input, computes the shape of each spectral line, and provides an option for grouping an enormous number of lines into a manageable number of bins. We implement a combination of Algorithm 916 and Gauss–Hermite quadrature to compute the Voigt profile, write the code in CUDA, and optimize the computation for graphics processing units (GPUs). We restate the theory of the k-distribution method and use it to reduce ∼ 10 5 ?> –108 lines to ∼10–104 wavenumber bins, which may then be used for radiative transfer, atmospheric retrieval and general circulation models. The choice of line-wing cutoff for the Voigt profile is a significant source of error and affects the value of the computed flux by ∼ 10 % ?> . This is an outstanding physical (rather than computational) problem, due to our incomplete knowledge of pressure broadening of spectral lines in the far line wings. We emphasize that this problem remains regardless of whether one performs line-by-line calculations or uses the k-distribution method and affects all calculations of exoplanetary atmospheres requiring the use of wavelength-dependent opacities. We elucidate the correlated-k approximation and demonstrate that it applies equally to inhomogeneous atmospheres with a single atomic/molecular species or homogeneous atmospheres with multiple species. Using a NVIDIA K20 GPU, HELIOS-K is capable of computing an opacity function with ∼ 10 5 ?> spectral lines in ∼1 s and is publicly available as part of the Exoclimes Simulation Platform (www.exoclime.org).",,2015,10.1088/0004-637X/808/2/182,"K. Heng, S. Grimm",13.9,2
555,Decentralized Distributed PPO: Mastering PointGoal Navigation,"We present Decentralized Distributed Proximal Policy Optimization (DD-PPO), a method for distributed reinforcement learning in resource-intensive simulated environments. DD-PPO is distributed (uses multiple machines), decentralized (lacks a centralized server), and synchronous (no computation is ever ""stale""), making it conceptually simple and easy to implement. In our experiments on training virtual robots to navigate in Habitat-Sim, DD-PPO exhibits near-linear scaling -- achieving a speedup of 107x on 128 GPUs over a serial implementation. We leverage this scaling to train an agent for 2.5 Billion steps of experience (the equivalent of 80 years of human experience) -- over 6 months of GPU-time training in under 3 days of wall-clock time with 64 GPUs. This massive-scale training not only sets the state of art on Habitat Autonomous Navigation Challenge 2019, but essentially ""solves"" the task -- near-perfect autonomous navigation in an unseen environment without access to a map, directly from an RGB-D camera and a GPS+Compass sensor. Fortuitously, error vs computation exhibits a power-law-like distribution; thus, 90% of peak performance is obtained relatively early (at 100 million steps) and relatively cheaply (under 1 day with 8 GPUs). Finally, we show that the scene understanding and navigation policies learned can be transferred to other navigation tasks -- the analog of ""ImageNet pre-training + task-specific fine-tuning"" for embodied AI. Our model outperforms ImageNet pre-trained CNNs on these transfer tasks and can serve as a universal resource (all models + code will be publicly available).",International Conference on Learning Representations,2020,10.1007/978-3-030-58604-1_7,"Irfan Essa, Dhruv Batra, Erik Wijmans, Abhishek Kadian, Ari S. Morcos, Devi Parikh, Stefan Lee, M. Savva",13.4,2
939,DeXtreme: Transfer of Agile In-hand Manipulation from Simulation to Reality,"Recent work has demonstrated the ability of deep reinforcement learning (RL) algorithms to learn complex robotic behaviours in simulation, including in the domain of multi-fingered manipulation. However, such models can be challenging to transfer to the real world due to the gap between simulation and reality. In this paper, we present our techniques to train a) a policy that can perform robust dexterous manipulation on an anthropomorphic robot hand and b) a robust pose estimator suitable for providing reliable real-time information on the state of the object being manipulated. Our policies are trained to adapt to a wide range of conditions in simulation. Consequently, our vision-based policies significantly outperform the best vision policies in the literature on the same reorientation task and are competitive with policies that are given privileged state information via motion capture systems. Our work reaffirms the possibilities of sim-to-real transfer for dexterous manipulation in diverse kinds of hardware and simulator setups, and in our case, with the Allegro Hand and Isaac Gym GPU-based simulation. Furthermore, it opens up possibilities for researchers to achieve such results with commonly-available, affordable robot hands and cameras. Videos of the resulting policy and supplementary information, including experiments and demos, can be found on the website.",IEEE International Conference on Robotics and Automation,2022,10.1109/ICRA48891.2023.10160216,"Jean-Francois Lafleche, Jingzhou Liu, Yashraj S. Narang, Gavriel State, Denys Makoviichuk, Aleksei Petrenko, Karl Van Wyk, D. Fox, Arthur Allshire, Viktor Makoviychuk, Ankur Handa, Ritvik Singh, Balakumar Sundaralingam, Alexander Zhurkevich",13.333333000000000,2
842,GPU-accelerated Faster Mean Shift with euclidean distance metrics,"Handling clustering problems are important in data statistics, pattern recognition and image processing. The mean-shift algorithm, a common unsupervised algorithms, is widely used to solve clustering problems. However, the mean-shift algorithm is restricted by its huge computational resource cost. In previous research [1], we proposed a novel GPU-accelerated Faster Mean-shift algorithm, which greatly speed up the cosine-embedding clustering problem. In this study, we extend and improve the previous algorithm to handle Euclidean distance metrics. Different from conventional GPU-based mean-shift algorithms, our algorithm adopts novel Seed Selection & Early Stopping approaches, which greatly increase computing speed and reduce GPU memory consumption. In the simulation testing, when processing a 200K points clustering problem, our algorithm achieved around 3 times speedup compared to the state-of-the-art GPU-based mean-shift algorithms with optimized GPU memory consumption. Moreover, in this study, we implemented a plug-and-play model for faster mean-shift algorithm, which can be easily deployed. (Plug-and-play model is available: https://github.com/masqm/Faster-Mean-Shift-Euc)",Annual International Computer Software and Applications Conference,2021,10.1109/COMPSAC54236.2022.00037,"Lingxi Chen, Mengyang Zhao, Han Jiang, Jinyong Hu, Xintong Cui, C. Chang",12.75,2

